7.668988415316322E-5;1.450434116620733E-7;4.6229948871147453E-11;2.2200106193773195E-14;4.7478016412934225E-18;1.8732701772632552E-20;2.737513248869229E-23;1.3145825664039834E-26;3.194508040998375E-30;4.321117052791722E-34
4.094333442515558E-5;3.11877382822674E-8;3.143925230067279E-11;3.4010256269818568E-15;5.671604464560218E-19;2.013985307949697E-20;4.4877929796210034E-24;1.3782302475934399E-27;4.893942226313515E-31;3.8097781220161915E-34
2.5709584533113946E-5;3.0969642210363435E-8;3.1219397389479275E-11;2.4734315142562124E-15;2.8159714474389898E-18;1.9999014946073912E-20;1.6236481066849356E-23;3.9455543266065775E-27;4.371494850501605E-31;3.783136316967127E-34
1.1864585530478803E-4;3.082593157365641E-8;3.1074527796024614E-11;4.502018379260521E-15;5.605808589101283E-19;1.9906212092495845E-20;4.435730416052314E-24;2.6658768311055145E-27;6.478227530868331E-31;3.7655811600438457E-34
2.352941176470588E-5;3.1261121195872736E-8;3.151322701196849E-11;2.499906659597702E-15;5.684949416241536E-19;2.0187240969095784E-20;4.498352492514228E-24;1.4803234199240568E-27;4.412638331447503E-31;3.8187423058326996E-34
5.998903057726587E-5;3.0969642210363435E-8;3.1219397389479275E-11;3.3772422309889764E-15;1.3317628492768097E-18;1.9999014946073912E-20;4.4564098119313456E-24;1.6422076599208664E-27;7.886053377234919E-31;3.783136316967127E-34
4.6006624953993374E-5;3.0969642210363435E-8;3.1219397389479275E-11;5.410997520294327E-15;6.664697655167537E-19;1.9999014946073912E-20;4.4564098119313456E-24;3.204130171696772E-27;7.786212794446372E-31;3.783136316967127E-34
4.9374588545095457E-5;3.0612849097340814E-8;3.0859726912641954E-11;1.3224468555312074E-14;1.3618520678993185E-18;1.7791750393269903E-19;4.405068685065777E-24;7.830888582707351E-27;1.902949056600634E-30;3.7395517971863997E-34
4.0956749672346E-5;3.047242318405026E-8;4.856265271326958E-11;4.380696824102402E-15;4.987369614019238E-18;1.9677929843728692E-20;2.875644651335108E-23;6.98797488762752E-27;2.150655150074758E-30;4.215772879407906E-34
3.659250585480094E-5;3.111469908254312E-8;3.1365624075144284E-11;2.4850166735735716E-15;2.8291610092536925E-18;2.0092687147226485E-20;1.6312530158497363E-23;3.964034674740566E-27;4.391970236218241E-31;3.8008559250091277E-34
9.077705156136529E-5;2.8945482588771057E-8;1.2813675007858591E-10;1.5782537223249142E-14;1.3159605130188744E-17;1.8691889786199803E-20;7.587636576991692E-23;1.8438374794272566E-26;2.271045085413461E-30;8.115494848374564E-34
4.472271914132379E-5;3.0897619786618406E-8;3.11467941397363E-11;3.9984163579924E-15;8.053554124491627E-19;1.995250560899002E-20;1.0834977917058766E-23;2.3676681505765135E-27;5.7535640124319726E-31;3.7743383255323197E-34
3.504672897196261E-5;3.104200118749045E-8;3.129233990674441E-11;2.43604074251993E-15;1.6935304919878406E-18;2.0045741616508665E-20;9.764650062165943E-24;2.3728637468890957E-27;1.3145125870550387E-30;3.7919754205114426E-34
3.1477607314427396E-5;3.075457525056924E-8;3.1002596018718996E-11;1.9190445367559342E-14;1.731114722483162E-18;2.5818172767188474E-19;4.570087399786421E-24;1.1363650561634483E-26;2.761429675241969E-30;3.7568645369881884E-34
1.643328849211202E-4;5.2922809829216124E-8;6.096538779414667E-10;5.499511780521277E-14;8.202076005743618E-15;9.548019377275035E-20;3.610074440577345E-22;8.772679726442549E-26;7.913581336547004E-30;3.861220846237454E-33
4.6596392403752564E-5;2.999091762583727E-8;3.023277986475532E-11;2.447206646628856E-14;2.2075545271603303E-18;3.2923886230635905E-19;6.597450025401779E-24;1.4491170294260053E-26;3.5214341960369894E-30;5.428760789035021E-34
4.879000780640125E-5;3.111469908254312E-8;3.1365624075144284E-11;4.202086500929105E-15;5.658322018507384E-19;2.0092687147226485E-20;4.47728292580456E-24;2.4882717264624234E-27;6.046637344443819E-31;3.8008559250091277E-34
4.01013762792339E-5;3.111469908254312E-8;3.1365624075144284E-11;1.7153113845932243E-15;1.6974966055522151E-18;2.0092687147226485E-20;1.5604989426157437E-23;2.3784208048443395E-27;6.868404222711568E-31;1.900427962504564E-33
6.60676532769556E-5;3.0897619786618406E-8;3.11467941397363E-11;3.239048283078511E-15;5.618845353261983E-19;1.995250560899002E-20;4.446046068182668E-24;1.918007223708719E-27;4.660863193698828E-31;3.7743383255323197E-34
1.0953062476268365E-4;2.636587653296439E-8;3.5449997323111247E-10;3.1978420043219354E-14;3.6407039069766E-17;1.6789779670970074E-20;2.0991768261496467E-22;5.1011153060976537E-26;1.0643007325849407E-29;2.2452127939420912E-33
4.7619047619047624E-4;3.282261346777476E-8;2.694793054343382E-11;5.059334906328684E-14;7.418519800789919E-18;1.7262731210997403E-20;8.78604957692341E-24;2.995892635560591E-26;7.280184112319232E-30;1.0674958465998759E-33
4.2355651938194635E-5;3.0612849097340814E-8;3.794501179746512E-11;3.422910063277145E-15;3.896941132101054E-18;1.976861154807767E-20;2.2469194766704432E-23;5.460138084239424E-27;2.1605660033009085E-30;4.235200404197804E-34
2.2592117537313433E-4;2.59491728676678E-8;2.894789376580054E-10;2.924084923823073E-14;2.97293985585678E-17;1.6756987132550213E-20;1.714153803881787E-22;4.165488155671717E-26;4.207643296920331E-30;9.538092049329108E-31
2.3672747932580012E-5;1.530642454867041E-7;3.0859726912641954E-11;1.0285697765242723E-14;1.6701176280433084E-18;1.3838028083654369E-19;2.2025343425328887E-23;6.0906911198834945E-27;1.4800714884671596E-30;1.1218655391559202E-33
6.778741865509762E-5;2.8819905657800247E-8;4.592910321688836E-11;7.94401259459118E-15;4.7169048844086505E-18;5.583239096658813E-20;2.719698629028432E-23;6.609017464220387E-27;1.2204151567452422E-30;3.5205324945312313E-34
1.9118730794365882E-4;7.986106097852736E-7;3.0715342642398545E-10;4.423292431220988E-14;1.9804127064775842E-17;2.3441468338430898E-19;1.1491692842898372E-22;4.4198171034282613E-26;5.057971491859129E-30;2.6605991475063893E-33
1.6806722689075627E-5;9.378336358761821E-8;3.151322701196849E-11;1.7233834381677806E-15;1.003077040308526E-18;2.0187240969095784E-20;1.3495057477542687E-23;1.3814731422936595E-27;5.939735505947939E-31;3.8187423058326996E-34
0.013445408226344865;8.478558935674385E-8;4.024649773852444E-11;1.4380781167889904E-13;1.2972487883280925E-17;1.93474140703037E-18;2.383202306515151E-23;8.51560080369403E-26;2.069337897561394E-29;1.8666900281097946E-33
1.6806722689075627E-5;3.1261121195872736E-8;3.151322701196849E-11;1.7233834381677806E-15;8.344147728964293E-19;2.0187240969095784E-20;4.498352492514228E-24;1.3814731422936595E-27;4.94099939894545E-31;3.8187423058326996E-34
4.2453470995788617E-5;3.068354851788895E-8;3.093099648980741E-11;8.457713178075136E-15;1.6739747126346325E-18;1.9814266540105562E-20;9.651894287776037E-24;5.008247347330861E-27;1.217031689848275E-30;3.748188175470895E-34
2.5709584533113946E-5;2.1678749547254405E-7;3.1219397389479275E-11;5.121943784764383E-15;2.31869012814131E-18;1.9999014946073912E-20;3.119486868351942E-23;3.0329665753765916E-27;1.373015783231944E-30;3.783136316967127E-34
1.1811643655834952E-4;2.999091762583727E-8;7.965882837842564E-11;7.18579313509649E-15;8.18093736535887E-18;1.936699190037406E-20;4.7170092851095073E-23;1.1462592366461995E-26;1.2700031315114143E-30;5.045163163075293E-34
6.953716065865597E-5;3.104200118749045E-8;3.129233990674441E-11;2.1558325001890707E-15;1.6935304919878406E-18;2.0045741616508665E-20;9.764650062165943E-24;2.3728637468890957E-27;4.3817086235167955E-31;3.7919754205114426E-34
2.3731673874063914E-4;2.66252034233385E-8;2.498743662654717E-10;2.254044582751242E-14;2.5662021162493108E-17;1.719354190754651E-20;1.479634749566949E-22;3.5955939368358206E-26;1.1650603209783736E-29;2.2837830155541988E-33
6.079175177511915E-5;2.675028827163607E-7;3.6841465593064574E-11;1.2839864324396957E-14;3.783607273673059E-18;1.7274316936642366E-19;3.849261361044055E-23;7.60314461945188E-27;1.847606019160347E-30;4.11704757187852E-34
2.1470285125386466E-5;3.11877382822674E-8;3.143925230067279E-11;2.0332734787308583E-15;5.99596191555713E-19;2.013985307949697E-20;4.4877929796210034E-24;1.3782302475934399E-27;4.402280025505138E-31;3.8097781220161915E-34
4.451566951566952E-5;3.075457525056924E-8;3.1002596018718996E-11;1.5259124192110557E-14;2.7964160901651077E-18;1.9860132897837288E-20;1.6123727726107347E-23;9.035712922476095E-27;2.195728007101263E-30;4.581184282820853E-34
3.059975520195838E-5;3.0897619786618406E-8;3.11467941397363E-11;3.9984163579924E-15;8.247122755371686E-19;1.995250560899002E-20;5.285898695423E-24;2.3676681505765135E-27;5.7535640124319726E-31;3.7743383255323197E-34
3.1285269714442223E-4;4.206432227819793E-6;3.794501179746512E-10;4.319993061401944E-13;4.4990661754180704E-17;2.4908450550577864E-18;6.052890674664456E-22;5.460138084239424E-26;2.664128679240887E-29;6.473979425552502E-33
1.1948745571377633E-4;1.6065576199990261E-6;2.3135910426253254E-10;3.794455106486855E-14;1.7183229529277534E-17;5.10493089765522E-19;2.3117732819015065E-22;2.246892194321704E-26;1.0175074739075885E-29;2.803587201499055E-33
1.9602272727272727E-4;7.971585904947548E-7;1.6682007004776485E-10;3.270052509459027E-14;1.713237028621881E-17;4.211792547643166E-19;1.1470798855911284E-22;1.2002376261537207E-25;2.3527385285399643E-29;4.6119022292402715E-33
1.69284940411701E-5;3.11877382822674E-8;3.143925230067279E-11;1.7193379371392178E-15;1.7014813393680654E-18;2.013985307949697E-20;9.81049348968785E-24;2.3840039522735515E-27;4.402280025505138E-31;3.8097781220161915E-34
